sender_id,count
112540786.0,1
112713372.0,4
1127706738.0,2
1127786504.0,22
1127859961.0,1
1128540414.0,250
112857912.0,35
1128585440.0,5
112866046.0,1
112890431.0,15
1129029661.0,10
1129991634.0,3
113106239.0,2
113119276.0,132
113162346.0,1
113173444.0,1
11317842.0,22
113189170.0,2
113204195.0,1
1132407524.0,1
113243678.0,7
1132487468.0,1
113259915.0,6
1132991731.0,1
1133286367.0,1
113408376.0,1
113451441.0,4
113467576.0,13
11348942.0,2
113526407.0,1
1135786964.0,69
113622113.0,1
113689766.0,7
11370212.0,1
113702316.0,6
113802300.0,1
1138247491.0,1
11383662.0,2
1138428614.0,7
1138577791.0,8
113947939.0,5
113983375.0,15
1140059768.0,4
1140119898.0,2
1140123410.0,1
114020628.0,1
114023964.0,1
1140419491.0,14
11405722.0,16
1141008806.0,1
11413172.0,11
1142313138.0,1
114254373.0,1
11427642.0,1
114297948.0,4
1143133688.0,1
1143355746.0,1
114363702.0,1
1143763915.0,6
114430941.0,1
1144517881.0,1
114524932.0,60
114578997.0,2
114579080.0,1
114582194.0,3
1146386918.0,1
114662589.0,1
1146650888.0,10
1146801882.0,1
1146812131.0,4
1146909157.0,3
114721126.0,2
114747119.0,2
114828463.0,1
114865347.0,1
1148731051.0,1
1148773782.0,53
114882475.0,10
114895167.0,1
114914740.0,7
114947352.0,3
114965830.0,4
114975071.0,13
1149764292.0,1
115030394.0,140
115032812.0,6
1150487610.0,1
115095051.0,3
115105270.0,11
1151171280.0,20
11514372.0,1
115164266.0,1
115167569.0,1
115189277.0,1
1151938849.0,7
115199086.0,1
1152179659.0,142
1152331.0,2
1152553946.0,22
115388582.0,1
115389993.0,1
115406271.0,3
1154067840.0,2
1154076392.0,200
115460216.0,15
1154710909.0,1
115490378.0,4
115552154.0,17
115555564.0,1
1155643184.0,11
1155929262.0,1
1156341817.0,133
115726375.0,1
115726913.0,1
1157322906.0,2
115733090.0,5
115734106.0,2
1157422602.0,421
115779352.0,2
115779607.0,4
115824264.0,2
1158249456.0,219
115831317.0,9
115837697.0,5
115839419.0,3
1158457993.0,2
1158661338.0,4
1159093861.0,16
11591012.0,1
1159125896.0,1
1159438784.0,30
1160086044.0,1
1160290406.0,47
1160392490.0,5
1160632062.0,1
1160769816.0,1
1160801611.0,32
116082295.0,5
116094745.0,1
1161202460.0,8
11612322.0,1
1161255338.0,4
1161353234.0,1
1161361284.0,1
1161433592.0,8
1161543241.0,55
1162105740.0,2
1162199270.0,6
116224611.0,5
116286401.0,11
116287548.0,26
1162949995.0,1
1162968164.0,1
116321929.0,2
1163375893.0,84
116340783.0,8
11634522.0,4
116349294.0,40
1163519924.0,7
116380492.0,3
1163986244.0,1
116424264.0,1
1164474348.0,1
116467816.0,1
1164971934.0,2
11658592.0,52
116598528.0,2
116620905.0,17
1166226054.0,1
116634283.0,16
116637932.0,15
116647038.0,8
116658804.0,8
116659497.0,1
1166614189.0,10
1167199506.0,4
1167372570.0,16
1167400944.0,1
1167509485.0,1
1167518563.0,14
1167549451.0,1
116755879.0,19
116853492.0,12
116867280.0,6
116938425.0,8
1169490282.0,1
1169641844.0,3
1169708509.0,4
1169748414.0,2
116987643.0,3
116996694.0,1
1170032960.0,6
1170113160.0,8
11701772.0,9
1170377790.0,9
1170661890.0,1
117075930.0,1
11708152.0,1
1170817076.0,1
1171175335.0,1
117189498.0,49
11720012.0,11
117204386.0,3
117281440.0,5
117294383.0,1
1173471338.0,3
1173624750.0,37
1173650545.0,17
1173886854.0,1
117420626.0,1
117422047.0,22
117513243.0,1
1175290728.0,1
117610428.0,1
117617821.0,2
117625238.0,2
117632992.0,11
1176518336.0,29
117655706.0,21
117685974.0,12
1177030465.0,8
1177039771.0,1
1177164008.0,7
1177375075.0,2
117739502.0,1
1177669675.0,2
117769360.0,3
11779182.0,3
117826812.0,2
117835116.0,12
1178747102.0,2
117904964.0,1
1179185851.0,8
117939556.0,2
117946443.0,29
117968366.0,10
1179765188.0,3
117984119.0,1
1180334977.0,2
1180608774.0,1
1180674577.0,17
11809792.0,1
1181287524.0,4
118130828.0,63
118217910.0,2
118227006.0,2
118240997.0,1
118262340.0,2
118268715.0,273
118277874.0,2
1183513380.0,1
1183718197.0,3
118408792.0,1
118438527.0,1
118440196.0,6
118452362.0,30
118456426.0,4
118465189.0,10
118480498.0,7
118501886.0,3
118512504.0,2
118519024.0,3
118550634.0,1
118557320.0,1
118579962.0,1
118606059.0,3
1186122650.0,2
11863692.0,4
118759736.0,1
1187989933.0,1
118810353.0,13
1188324577.0,1
1188432576.0,1
118883182.0,16
118894438.0,1
118912558.0,3
118916324.0,14
11892182.0,4
118937966.0,4
118948695.0,17
1190130307.0,1
119019349.0,1
119037713.0,2
119090510.0,3
119106187.0,1
119142373.0,9
119152791.0,22
119157978.0,3
11916.0,1
119166916.0,1
119197417.0,1
119204636.0,11
119210490.0,18
119229654.0,7
1192444656.0,18
119275273.0,12
119277906.0,1
119299659.0,1
1193348486.0,38
1193568486.0,1
1193981118.0,14
1194395485.0,2
119462898.0,2
119464277.0,7
119467859.0,3
11947082.0,12
1194868928.0,6
1194931.0,1
11952212.0,1
1195230271.0,1
11954102.0,3
1195454628.0,18
119554371.0,2
119559693.0,2
1195643845.0,1
1195699670.0,245
119579479.0,1
1195917230.0,13
119611368.0,3
119638767.0,3
1197038719.0,1
119729489.0,1
119766401.0,18
1197779744.0,11
1197983106.0,1
1198631958.0,1
119892809.0,1
11993012.0,5
1199381335.0,1
1199392056.0,3
1199611105.0,6
1199645348.0,1
120007750.0,1
120135075.0,2
120169858.0,1
120172928.0,3
1201909004.0,4
120200365.0,4
120202645.0,1
120245435.0,12
1202616248.0,1
120279922.0,1
1202928870.0,22
1202933820.0,7
120320089.0,1
120365019.0,1
120491986.0,1
1205405455.0,1
1205679402.0,1
120583214.0,5
12058832.0,3
120611481.0,7
1206288104.0,1
120658886.0,1
120663925.0,3
1206662066.0,3
1206836622.0,3
12079182.0,2
120795482.0,7
120798876.0,4
120837173.0,1
120837801.0,2
120885408.0,2
120925978.0,5
120942466.0,1
120956919.0,1
1209714565.0,1
120973831.0,4
121019896.0,12
1210437948.0,5
1210444700.0,2
121125085.0,1
1211657173.0,52
1212399020.0,5
121290797.0,20
121306607.0,52
121330047.0,2
1213815476.0,11
121401644.0,1
1214306575.0,4
1214447816.0,2
121457366.0,1
121543140.0,2
121545888.0,58
12155792.0,2
121560073.0,39
1215679926.0,1
121571873.0,9
121574086.0,1
1215916232.0,8
121599581.0,8
1216057496.0,6
1216328323.0,5
121634460.0,2
1216455433.0,1
1216575750.0,1
12165902.0,1
121660105.0,1
121669297.0,3
1216917978.0,38
121718761.0,3
1218856873.0,4
121909808.0,12
121925393.0,1
1219494523.0,1
121954332.0,6
121955547.0,1
1219742264.0,2
1219836470.0,1
1220058884.0,14
1220339718.0,6
1220402551.0,1
1220636569.0,9
122070305.0,2
122077904.0,3
122141862.0,1
122188431.0,1
122253091.0,14
122267837.0,10
1223005194.0,1
1223064980.0,1
1223077706.0,2
1223599567.0,1
122444643.0,1
122459387.0,2
122462187.0,1
1224984829.0,1
122526841.0,7
1225318226.0,2
12255442.0,4
122555696.0,2
122558081.0,4
1225760551.0,1
1226187811.0,2
1226219431.0,11
1226271846.0,6
1226326100.0,50
1226646504.0,52
1226745384.0,4
122696604.0,3
1227275586.0,3
12273442.0,1
122734853.0,1
122745910.0,2
1227807451.0,1
122798522.0,1
122854214.0,4
1228574204.0,3
122869161.0,124
1228717044.0,1
1228854457.0,23
1228856540.0,1
12289502.0,2
12289672.0,4
122991249.0,1
1229925296.0,3
123051945.0,5
123054707.0,26
123056835.0,1
123057653.0,1
123065074.0,4
123078122.0,2
123114355.0,1
123127270.0,4
123142396.0,4
123145351.0,105
123149159.0,10
123150564.0,8
123194737.0,1
123316906.0,1
123348795.0,23
123364385.0,1
123379519.0,49
123408878.0,7
123436444.0,2
123438866.0,2
1234816628.0,1
1235101627.0,8
1235483306.0,3
1235575898.0,5
12359262.0,6
1235983296.0,1
1237066530.0,7
123721967.0,2
1237272277.0,2
123871521.0,6
123881755.0,3
123895254.0,6
1239105470.0,2
123927275.0,1
123942600.0,2
123968124.0,5
123982019.0,6
123986100.0,10
1240061430.0,4
1240075292.0,1
124077088.0,11
1240926894.0,6
1241624282.0,1
12416352.0,1
1241826920.0,15
1241937691.0,7
1241948455.0,1
12421062.0,1
124212685.0,3
1242320714.0,1
1242326407.0,14
124260297.0,3
124284923.0,10
124318599.0,2
124321677.0,1
124325793.0,3
1243923073.0,4
12440122.0,4
1244587266.0,1
12446972.0,1
1244841667.0,2
1244888479.0,11
1244982931.0,9
124523412.0,3
1245321476.0,1
12455462.0,1
124577179.0,55
124608669.0,3
1246101800.0,2
124679617.0,13
1247094073.0,1
1247129618.0,3
1247264076.0,1
1247529193.0,1
124759857.0,12
1247863104.0,1
12481732.0,1
124861466.0,26
12491732.0,1
1249207596.0,4
1250091488.0,1
125030428.0,6
125046946.0,2
1250821640.0,1
125082603.0,1
125106583.0,2
125138810.0,2
1251937188.0,1
1252031293.0,2
12520552.0,1
125226013.0,1
125235615.0,1
1252457510.0,1
125254970.0,1
1252975334.0,1
1252990921.0,2
1253210965.0,15
125360886.0,90
1253795204.0,4
1254808710.0,3
125515646.0,54
12554282.0,3
1255477232.0,2
1255975326.0,2
125671612.0,1
12567842.0,1
125696704.0,1
125725734.0,2
1257677556.0,12
125769453.0,7
125782077.0,1
1258010694.0,1
1258102220.0,2
125817674.0,1
125836545.0,2
125837454.0,2
1258574054.0,5
1258777765.0,1
125907600.0,1
12592422.0,1
12592622.0,4
125962406.0,7
125971588.0,1
12600712.0,2
12603622.0,11
126051707.0,1
126058289.0,4
1260598015.0,5
126083756.0,2
126090503.0,2
1260941.0,1
1261048458.0,1
1261684098.0,1
126169232.0,30
126177163.0,2
1262473040.0,3
1262513442.0,5
1262868901.0,1
1262879724.0,2
126297189.0,1
1263116060.0,1
1263149083.0,1
126320009.0,53
126330597.0,8
126343783.0,7
126357008.0,4
126359855.0,3
126432990.0,2
126461150.0,5
126468432.0,2
126503102.0,3
126506706.0,10
1265155254.0,4
1265295134.0,1
126540733.0,1
1265660635.0,41
126576639.0,1
1265944244.0,3
1265946661.0,8
126651049.0,2
1266697920.0,6
1266924818.0,2
126709459.0,2
126786240.0,27
126787026.0,1
1267887710.0,2
126805257.0,69
1268123672.0,1
126819703.0,1
126836092.0,3
126838242.0,20
126838837.0,29
1268528030.0,2
12686262.0,5
126872634.0,1
1268727169.0,15
1268865938.0,7
1269667297.0,3
1269783924.0,1
127008227.0,1
1270149643.0,1
127074600.0,2
1270816032.0,1
127085166.0,132
1271109188.0,8
1271207118.0,7
1271603262.0,1
127224616.0,1
12723102.0,2
127232245.0,1
127240079.0,193
12728842.0,7
1272932539.0,1
1272972487.0,1
1272983138.0,1
127312818.0,29
127322539.0,3
127323476.0,1
127349257.0,7
127356125.0,55
127368787.0,4
127382314.0,1
127385242.0,1
127389213.0,79
127413993.0,4
1274612564.0,2
127469181.0,3
127510989.0,259
1275350780.0,1
1275649543.0,2
1275753336.0,3
127576714.0,1
127639853.0,5
127666553.0,107
127735361.0,21
127736592.0,3
127742255.0,1
12775.0,2
127757185.0,1
127775061.0,2
1279002583.0,4
1279144686.0,2
127928043.0,42
1279432650.0,21
128002374.0,3
1280036424.0,1
128020344.0,2
12803252.0,2
12805082.0,3
1280533519.0,1
1280664187.0,9
128068499.0,3
1281140706.0,11
1281355832.0,4
128136767.0,1
128140722.0,8
1281715874.0,7
1281991933.0,2
128210686.0,1
128212181.0,9
1282309687.0,4
1282456998.0,3
128265177.0,1
1283361.0,1
128336919.0,5
128392129.0,240
128405423.0,6
1284294793.0,7
1284422881.0,3
128448857.0,1
12848572.0,3
1284879997.0,3
1285900176.0,4
128595625.0,5
1286111317.0,1
12861312.0,16
128651847.0,1
1286822282.0,9
1287404274.0,5
1287704108.0,1
1287747733.0,5
128775632.0,4
128796491.0,35
1288678226.0,2
1288695415.0,1
128876018.0,3
128896273.0,35
1288962913.0,2
128911386.0,1
128925537.0,1
128946274.0,7
1289518440.0,9
1290201612.0,16
1290404928.0,14
129068354.0,12
129093124.0,10
1290932870.0,10
1291622156.0,5
1291804375.0,2
1291952983.0,7
12920742.0,6
1292078076.0,3
1292159575.0,2
129245781.0,4
1292487535.0,71
1292504336.0,1
129272589.0,1
129275313.0,54
129423512.0,58
129520381.0,3
1295229396.0,1
129559329.0,72
129579277.0,136
1296121776.0,1
1296547202.0,18
1296734402.0,8
129683428.0,7
129700517.0,27
1297047247.0,44
129706898.0,30
1297243326.0,2
129727090.0,9
1297434740.0,2
129790962.0,3
12987412.0,157
129913048.0,1
1299802118.0,20
130015698.0,1
1300216350.0,2
1300650932.0,1
1300936950.0,1
130130929.0,1
13015392.0,1
1301841246.0,1
1301941374.0,10
130205525.0,7
1302122629.0,54
1302150535.0,1
1302293864.0,1
130253233.0,1
130308495.0,41
130329178.0,1
130358173.0,1
130400713.0,2
130401044.0,75
130407888.0,8
1304287920.0,2
13051142.0,1
13054932.0,6
1305608234.0,5
13060462.0,1
13062972.0,15
130648141.0,1
130739123.0,6
1307551944.0,6
13077522.0,14
1308223158.0,1
130850013.0,2
1308522336.0,5
130954850.0,2
130963119.0,3
1309634798.0,1
130971502.0,8
130975417.0,7
131035262.0,28
1310775888.0,1
131089649.0,1
13116802.0,26
131203092.0,29
1312176966.0,1
13126462.0,2
1312732284.0,1
13131212.0,1
131369644.0,4
13144462.0,1
1315016449.0,10
131531057.0,1
1315482978.0,13
1315490850.0,1
131556618.0,1
1315577640.0,1
1315625971.0,64
1315631292.0,8
13159362.0,2
131638061.0,1
131647512.0,1
1316986873.0,2
1317034140.0,2
1317295183.0,1
1317675410.0,1
131790248.0,1
1318351298.0,2
1318387201.0,2
131879256.0,9
1318916923.0,43
131900036.0,2
131913547.0,22
1319222563.0,2
1319385361.0,5
1319451145.0,3
1319483251.0,4
1319546034.0,1
131965150.0,37
132003452.0,29
132003881.0,2
132003933.0,4
132040465.0,3
132047023.0,47
1320821005.0,2
1320896382.0,12
1321766378.0,6
132177329.0,3
132203960.0,2
132212515.0,3
132226542.0,7
1322296760.0,2
132234716.0,2
13226232.0,1
132280535.0,5
132282717.0,16
1323230929.0,1
1323470846.0,4
132349088.0,1
132379330.0,9
132379871.0,179
1323838484.0,1
132399299.0,4
132410707.0,2
1324533752.0,1
1324749804.0,5
1324996837.0,1
1325192396.0,2
132525673.0,9
13255432.0,1
1325611639.0,2
1325740897.0,1
13259312.0,1
13262812.0,7
132643505.0,3
132667510.0,20
1326734395.0,2
1326769225.0,1
132687530.0,1
132689525.0,3
132696319.0,2
1327511438.0,1
132762772.0,2
132764327.0,1
1327898287.0,21
1328261016.0,11
1328357418.0,1
1328828203.0,1
1328965316.0,1
1329014149.0,105
132916189.0,6
13295322.0,18
1329565646.0,1
133010798.0,1
1330164420.0,7
13301722.0,2
133038604.0,8
1330561298.0,1
1330730270.0,2
133089468.0,15
133122351.0,2
1332279337.0,1
1332320930.0,15
133233947.0,4
1332787736.0,2
1332812664.0,1
133312271.0,4
133405455.0,2
1334161.0,10
133421610.0,5
1334245538.0,4
1334305056.0,1
133433872.0,1
1334382344.0,5
1334441360.0,4
1334549912.0,7
133481364.0,1
133498308.0,88
133510034.0,7
1335275562.0,1
1335430339.0,3
1335512504.0,4
133585960.0,2
13359842.0,1
13361042.0,1
1337133462.0,533
1337285395.0,4
133752440.0,4
1337827766.0,1
13379092.0,2
1338054152.0,9
133827580.0,1
133908107.0,1
1339160306.0,1
133952605.0,10
13395662.0,1
1339959343.0,4
1340148432.0,1
1340245712.0,190
1340421919.0,1
134078335.0,1
134102881.0,69
1341925638.0,9
1342105196.0,2
1342397918.0,2
134268108.0,2
1342764373.0,19
1343291406.0,1
1343373818.0,8
1343641237.0,6
1343726017.0,9
134458785.0,34
1344730154.0,1
1344781644.0,2
1344939368.0,10
1345303154.0,1
1345441238.0,1
1345599264.0,1
1345746558.0,321
1345861069.0,2
1345880316.0,1
134616107.0,6
134717293.0,1
1348031887.0,10
134806296.0,3
134856608.0,394
134876676.0,2
13489282.0,1
134909077.0,2
134946470.0,9
1349631584.0,6
1349644184.0,2
13496672.0,14
134981552.0,6
1349927774.0,2
1350140930.0,5
135020208.0,11
1350460482.0,8
135048357.0,2
135051706.0,1
1350605538.0,2
1350736723.0,2
13517012.0,1
135174993.0,1
13518792.0,3
135195911.0,5
135205189.0,9
135208993.0,1
1352667247.0,1
1353133668.0,1
135323839.0,2
135337962.0,15
1353469124.0,10
135386419.0,4
1354520138.0,1
13547912.0,1
135499707.0,1
1355306748.0,1
1355321148.0,1
1355466488.0,1
135549656.0,2
1355532410.0,1
135557773.0,1
1355672742.0,1
135586345.0,1
1356130591.0,4
1356175170.0,1
1356216835.0,1
1356648342.0,1
1356810278.0,6
135681652.0,1
1356962077.0,20
135698878.0,8
135748831.0,2
135759926.0,4
1357654440.0,2
1357781540.0,1
1358016642.0,7
1358029885.0,10
1359182587.0,3
135919183.0,2
135963136.0,1
1359639734.0,2
135973615.0,2
13599812.0,13
136001770.0,2
1360153574.0,11
136035232.0,1
136071869.0,51
1360753020.0,1
1360967810.0,29
13609902.0,10
136120461.0,1
1361908280.0,2
1362373483.0,1
1362381235.0,1
13624922.0,11
1362596738.0,1
1363432706.0,1
136364299.0,16
1363675494.0,1
1363969016.0,1
1363979576.0,2
136435859.0,3
136442815.0,57
1364692604.0,2
1364809231.0,11
1364973530.0,2
1365251118.0,1
1365356340.0,2
1365444348.0,1
1365452089.0,1
1365708710.0,2
1365743606.0,1
1365760142.0,6
1365998959.0,1
13660532.0,23
13662402.0,4
13668882.0,7
1366903981.0,1
1367197386.0,2
136775009.0,2
1368170550.0,1
13681972.0,3
1368204518.0,1
136828137.0,1
136837709.0,1
1368412886.0,1
1368608804.0,1
136893153.0,1
1369352028.0,2
136962066.0,1
1369634347.0,1
137014916.0,8
137029997.0,1
13704412.0,1
1370526258.0,9
137071088.0,1
137082674.0,1
1370895884.0,1
1371149150.0,2
137126925.0,1
137164198.0,2
