4-12-13,25025120103 25025060400 25025030200
4-13-13,25025981600
4-14-13,25025000701 25025030200 25025100603 25025000704
4-15-13,25025070402
4-16-13,25025050600 25025081400 25025050500 25025050200 25025051101 25025140105 25025110601 25025151000 25025050101 25025110201
4-18-13,25025140201 25025120600 25025110301 25025110301 25025120103 25025020101
4-20-13,25025050300 25025000802 
4-22-13,25025010702 25025140201 25025101001 25025092400 25025081300 25025080300 25025000802 25025000100
