ct_id       numReports       probability
25025980700       1       0.0372069050479
25025071201       9       0.00188824317755
25025090300       5       0.0223876819928
25025110201       3       0.0212682808206
25025081700       6       0.0220515120735
25025070800       3       0.0450689835912
25025061000       3       0.0402239254582
25025090901       3       0.0450689835912
25025060600       7       0.00224865694216
25025030400       3       0.00704778242541
25025030300       0       0.0137420772948
