ct_id       numReports       probability
25025110502       4       0.0323208598869
25025101002       6       0.0308164934654
25025091800       5       0.0354934531399
25025090700       5       0.0461888000829
25025081300       0       0.0150121556765
25025110103       7       0.0171293175419
25025070700       4       0.0455585477348
25025070500       5       0.0047260736726
25025051000       4       0.0246329851932
25025030300       0       0.0137420772948
25025030100       2       0.0450274612472
25025000802       6       0.0102582763066
25025050901       3       0.0402239254582
25025020301       3       0.0402239254582
