ct_id       numReports       probability
25025110601       5       0.000246879015527
25025110401       4       0.0196903850578
25025100400       8       0.000713366043366
25025092400       7       0.0303632318601
25025040801       1       0.0453664536685
25025110201       3       0.0212682808206
25025090100       6       0.024600245168
25025082100       0       0.0351522624106
25025082000       5       0.0181430528201
25025080900       3       0.0194960779478
25025080801       4       0.0464180527931
25025070600       2       0.0330241657057
25025060800       3       0.0420176632209
25025030300       11       0.00309678660091
25025030100       2       0.0450274612472
25025000100       5       0.0106792514704
