TRACT_ID       DENSITY
25025981300       2.5706940874
25025070700       1.69419737399
25025020301       1.48294611962
25025091800       1.44843568946
25025090200       1.3434841021
25025071101       1.33226751932
25025110103       1.28205128205
25025040600       1.22749590835
25025101002       1.20506125728
25025090700       1.16959064327
25025092400       1.13700966458
25025091400       1.09449106166
25025110502       1.05097214924
25025030100       1.02354145343
25025082100       0.995024875622
25025051000       0.978234287112
25025081900       0.963081861958
