ct_id       numReports       probability
25025010702       5       0.00935069279305
25025010104       3       0.0438394367156
25025000703       4       0.00381141390123
25025000504       4       0.0385048708396
25025120201       3       0.0426218602459
25025140300       0       0.0294558755792
25025100500       9       0.00156973748565
25025092300       5       0.0155242113045
25025091700       4       0.032693397309
25025120301       8       0.00240089239759
25025091500       5       0.0382096295736
25025091400       5       0.0281677998811
25025082100       0       0.0351522624106
25025010701       7       5.9591977945e-05
25025081100       3       0.0165743317208
25025070900       4       0.0252902800006
25025070300       5       0.0126228651865
25025060200       3       0.00165114563614
25025010600       9       0.00658722835447
25025010300       3       0.0475626724374
25025000601       3       0.0488261532885
25025020302       2       0.0319886190047
25025020301       3       0.0402239254582
