ct_id       numReports       probability
25025000301       6       0.000137228995583
25025120400       5       0.0276382057222
25025100400       5       0.0328674556379
25025100200       7       0.000446726902021
25025120301       6       0.0236020855137
25025071201       6       0.0420449947259
25025090300       6       0.00641120543256
25025061200       5       0.0334429974694
25025090901       4       0.0097109964644
25025060101       3       0.0182155435206
25025000601       5       0.00195566919035
25025040401       4       0.0140872990256
25025081001       5       0.0495413944082
