TRACT_ID       DENSITY
25025010600       3.14905528341
25025010701       2.82485875706
25025010702       2.08333333333
25025091400       1.82415176943
25025092300       1.7283097131
25025020302       1.69348010161
25025120301       1.66840458811
25025060200       1.56576200418
25025100500       1.50275505093
25025020301       1.48294611962
25025000703       1.43317807238
25025082000       1.42095914742
25025091700       1.30335614207
25025120500       1.287001287
25025040801       1.28205128205
25025070300       1.27909951394
25025070900       1.20156203064
