ct_id       numReports       probability
25025000704       5       0.00457680814238
25025140400       0       0.0203252685477
25025140102       0       0.0383778820888
25025130200       0       0.0462371078653
25025110103       0       0.0351565193564
25025100603       3       0.0445841793968
25025092101       0       0.045858634343
25025070101       0       0.0272489653874
25025051101       0       0.0303217376056
25025030300       1       0.0352742724556
25025000802       0       0.0463639585619
25025000701       9       1.36899456603e-06
