ct_id       numReports       probability
25025000803       2       0.0265889595618
25025130100       8       0.00626773660839
25025110601       6       0.00442682984764
25025140105       9       0.00103830356083
25025110201       4       0.0220297884253
25025081400       9       0.000192787453984
25025110103       0       0.0351565193564
25025081100       4       0.0253619260446
25025080900       4       0.0130387009229
25025061101       2       0.0246884556265
25025070500       5       0.0411266350276
25025050600       7       2.35014089362e-05
25025050500       5       0.000222477208703
25025050300       3       0.0495561880671
25025050200       13       4.16028897349e-07
25025051101       15       3.30081833488e-06
25025051000       8       0.00022222896119
25025050101       10       6.2955491071e-06
25025050901       7       0.00419691484637
25025051200       4       0.0223368954074
