ct_id       numReports       probability
25025000704       8       1.84709372095e-05
25025010103       2       0.0389013810877
25025140400       0       0.0203252685477
25025140102       0       0.0383778820888
25025100601       5       0.0176419869377
25025981201       2       0.0020241859653
25025120103       5       0.00109151404803
25025070101       0       0.0272489653874
25025060400       16       1.38879951574e-09
25025051101       10       0.00227808094594
25025030200       5       0.0055669039259
25025010300       5       0.000416282587475
25025000201       4       0.0278843778683
25025020301       2       0.0472522340562
25025020101       6       0.0428895647149
25025051200       4       0.0223368954074
