TRACT_ID       DENSITY
25025000703       2.50806162666
25025051200       2.13857998289
25025081800       2.07039337474
25025000402       1.91885964912
25025092300       1.38264777048
25025061101       1.34408602151
25025000802       1.22910521141
25025000504       1.2036108325
25025080300       1.13058224986
25025091900       1.03626943005
25025010403       0.999000999001
25025010500       0.985545335085
25025081900       0.963081861958
25025100100       0.907441016334
25025000503       0.904568068747
25025090100       0.875082038941
25025120500       0.858000858001
25025010702       0.833333333333
25025000704       0.833159758384
25025081001       0.81799591002
