TRACT_ID       DENSITY
25025120500       2.574002574
25025010403       1.332001332
25025120103       1.32625994695
25025081300       1.26050420168
25025040401       1.23001230012
25025140105       1.08843537415
25025081800       1.03519668737
25025081200       0.918836140888
25025050300       0.888494002665
25025091800       0.869061413673
25025060600       0.848536274926
25025070101       0.847170450695
25025050400       0.843170320405
25025090400       0.819896146488
25025091300       0.800320128051
25025110502       0.788229111929
