ct_id       numReports       probability
25025010104       3       0.0199322379391
25025000703       7       3.73008718494e-05
25025000504       6       0.00070283344911
25025000704       4       0.0430162317258
25025092300       4       0.0262922359671
25025091900       4       0.0334442171492
25025081800       6       0.00285066135873
25025010500       3       0.0260113947332
25025000802       10       0.00141692720016
25025000402       7       2.05270471428e-05
25025000401       3       0.030110562479
25025081001       4       0.030126583888
25025051200       5       4.28361159341e-05
