TRACT_ID       DENSITY
25025980300       2.95857988166
25025071201       1.59693388694
25025081700       1.04712041885
25025070600       0.892857142857
25025010103       0.87546509083
25025010203       0.718261806428
25025090300       0.62912865681
25025060101       0.621890547264
25025092200       0.597193191998
25025091800       0.579374275782
25025092400       0.568504832291
25025060700       0.528262017961
25025080801       0.514800514801
25025040801       0.512820512821
25025070300       0.511639805577
