ct_id       numReports       probability
25025130402       3       0.0208183675303
25025110401       2       0.0383487553732
25025100900       4       0.00126706739165
25025092400       4       0.0249605590645
25025092000       3       0.0488261532885
25025091400       3       0.0481930610213
25025090200       4       0.00173724259633
25025070900       2       0.0361906010091
25025070101       7       0.00134661701609
25025080100       4       0.00329012078992
25025000601       4       0.000383733186653
25025000402       2       0.0260037492884
