ct_id       numReports       probability
25025010104       10       1.63615399772e-07
25025120400       0       0.044497210947
25025092400       4       0.0444082648431
25025092000       5       0.0172338623575
25025140105       4       0.0270306640699
25025091001       5       0.0148995434018
25025091400       4       0.0111671136124
25025081400       5       0.0223695632697
25025081300       5       0.0104400088171
25025070101       0       0.0308242964316
25025030300       0       0.0392283270479
25025030200       5       0.00378936674423
25025000802       5       0.0264103707726
25025020302       3       0.00628963871201
