TRACT_ID       DENSITY
25025981100       2.39234449761
25025050400       1.68634064081
25025030100       1.53531218014
25025120201       1.45391102065
25025000602       1.25817815803
25025010701       1.21065375303
25025030500       1.18203309693
25025140102       1.13610543058
25025071101       1.06581401545
25025000201       1.03788271925
25025092300       1.03698582786
25025101002       1.0042177144
25025080900       0.998003992016
25025120700       0.993048659384
25025081900       0.963081861958
25025020101       0.953970903887
25025101001       0.912408759124
25025120500       0.858000858001
25025120600       0.856531049251
