ct_id       numReports       probability
25025120400       0       0.044497210947
25025110502       6       0.00318027287289
25025981800       4       0.000105968684744
25025010203       4       0.0491238960048
25025130404       6       0.00198562196223
25025070101       7       0.0377605778433
25025090901       4       0.000136111004905
25025030300       8       0.0117672819812
25025030200       4       0.0179625826187
25025070402       2       0.0251590546354
25025981202       2       0.0155747746738
