TRACT_ID       DENSITY
25025030200       2.4024024024
25025000100       1.88058298072
25025092300       1.7283097131
25025060301       1.62548764629
25025091600       1.59337157425
25025130300       1.58406879384
25025120103       1.32625994695
25025060600       1.27280441239
25025010702       1.25
25025091100       1.23431392718
25025070900       1.20156203064
25025100500       1.16880948405
25025000402       1.09649122807
25025000301       1.09489051095
25025091001       1.09409190372
25025092101       1.08510308479
25025030100       1.02354145343
