ct_id       numReports       probability
25025010405       3       0.0172418029827
25025000704       3       0.0208539478248
25025000301       3       0.0473594607736
25025140300       5       0.0314860161329
25025130300       7       0.0137966471009
25025100500       7       0.0132004060896
25025092300       5       0.00390707795207
25025091600       5       0.00423302267274
25025091100       6       0.0133230957538
25025081100       4       0.00946243987765
25025092101       7       0.0106681362108
25025060301       5       0.0292954410051
25025051000       4       0.0444082648431
25025030300       0       0.0392283270479
25025030200       4       0.0179625826187
25025010500       3       0.021525450801
25025000502       3       0.0319269853026
25025000402       4       0.0164854420214
25025000100       8       0.000105162190178
