ct_id       numReports       probability
25025120201       6       0.00912305514405
25025140102       6       0.00315340014123
25025100100       6       0.00432568812627
25025091800       4       0.0439883030307
25025120301       5       0.0368343426514
25025091001       7       0.000823166188432
25025090200       4       0.0102439131351
25025130404       6       0.00198562196223
25025060600       4       0.0388713316249
25025030300       12       0.000108932674964
25025040600       4       0.0437788903224
25025020302       2       0.0495478733068
25025010403       3       0.0105692161115
