ct_id       numReports       probability
25025010404       14       5.63966878606e-05
25025000703       1       0.0453664536685
25025000803       0       0.0263744611949
25025110607       2       0.00521735496627
25025130300       1       0.0137511796758
25025130100       7       0.0290130959935
25025101101       2       0.0352632834328
25025101002       6       0.0354358060703
25025100601       3       0.0394725494199
25025100500       19       0.0474787308441
25025100300       10       0.0232046858106
25025100200       9       0.0407020548529
25025092400       9       0.0101618198651
25025092300       14       0.0384671357501
25025092000       13       0.0417814372669
25025091900       4       0.0355364762076
25025091300       4       0.0427863125677
25025090700       8       0.0142773579865
25025040801       1       0.0329528758989
25025110201       0       0.0280270367815
25025090100       6       0.0402752441594
25025110301       0       0.0440889117967
25025081200       15       0.00104928493703
25025071101       10       0.0092942184145
25025070200       5       0.026638639242
25025070101       32       0.00033520375104
25025050300       13       0.00128620158349
25025040200       6       0.0120298029544
25025030200       9       0.00042043685861
25025010500       2       0.037881616311
25025050901       10       0.0208492662792
25025040100       10       0.0152771326629
25025000601       2       0.038743668365
25025000202       1       0.0367943069328
25025020301       0       0.00337753969708
25025081001       7       0.0164992222603
