TRACT_ID       DENSITY
25025980700       666.666666667
25025981800       36.5853658537
25025981300       15.4241645244
25025980300       8.87573964497
25025071201       7.02650910252
25025010701       6.86037126715
25025010600       6.64800559832
25025080401       6.64206642066
25025010702       6.25
25025070101       6.099627245
25025060600       5.93975392448
25025981202       4.8309178744
25025091500       4.80549199085
25025091400       4.74279460051
25025101001       4.56204379562
25025030300       4.51559934319
25025092200       4.47894893998
25025100800       4.32744320231
25025030200       4.2042042042
25025080100       4.17910447761
25025070402       4.0626813697
25025091001       4.01167031364
25025000703       3.94123969903
