ct_id       numReports       probability
25025010405       11       0.037567763368
25025010702       50       6.83954595763e-13
25025010204       8       0.0158655588534
25025010104       24       7.96437670168e-07
25025000504       0       0.000582888983736
25025000704       11       0.0248750095817
25025010103       5       0.0308900516982
25025000803       7       0.0439121085095
25025120201       1       0.0329528758989
25025120104       11       0.00519926319092
25025140400       19       0.0053094293706
25025130402       3       0.0180003077081
25025120400       5       0.0376247127741
25025101101       12       0.0156469724402
25025101001       26       0.0291969672676
25025100800       25       0.0161328310049
25025092400       24       0.0285424850209
25025092300       16       0.0139401145731
25025092200       4       0.00550753929867
25025092000       4       0.0417880921714
25025091900       19       0.00123335449375
25025091600       18       0.0187654870002
25025140105       3       0.0414726114644
25025120301       25       0.0279897325866
25025071201       11       0.0325208498173
25025091400       14       0.04094389926
25025091300       14       0.0249826775251
25025091200       11       0.0136032923625
25025091100       1       0.0204836541049
25025090700       7       0.00730000507217
25025010203       18       0.00118004635664
25025110403       2       0.0431598024613
25025082000       11       0.0235795217524
25025081900       2       0.0305074762152
25025081800       6       0.0440617992823
25025081300       23       0.0219742155116
25025110103       4       0.0215070650464
25025010701       54       7.90302507734e-20
25025140107       11       0.0134509426864
25025100700       11       0.034809970517
25025100603       1       0.0191329147081
25025092101       32       0.00271688450987
25025070700       15       0.00451462079846
25025070300       23       0.0143220140591
25025070200       15       0.0471765809539
25025070101       63       0.0255526258345
25025060101       9       0.00182090197745
25025050400       1       0.0338389487852
25025040300       4       0.0461639303957
25025030300       38       0.0080852621248
25025010600       47       9.25304721468e-09
25025010300       11       0.0165351565303
25025000802       50       8.10735947257e-07
25025000701       11       0.0263205651169
25025050101       8       0.0376105688609
25025050901       10       0.0208492662792
25025000502       9       0.0353094629066
25025000402       10       0.0225171839032
25025081001       24       0.00463998330697
25025010403       10       0.0236694116761
25025000100       17       0.0345957783388
