ct_id       numReports       probability
25025000803       0       0.0263744611949
25025140202       2       0.0129224871103
25025140102       14       0.0390010218928
25025130402       13       0.0442778387817
25025130300       2       0.0418993126586
25025130200       1       0.0163042219565
25025120700       8       0.00213216305646
25025101101       12       0.0156469724402
25025101001       14       0.0449105525766
25025100800       22       0.0445290505755
25025100601       3       0.0394725494199
25025100100       4       0.000805659835396
25025092400       26       0.0135969076792
25025140105       14       0.0102815171805
25025091300       3       0.01998534858
25025091100       11       0.0159368705972
25025010203       16       0.00539346081157
25025110201       0       0.0280270367815
25025082000       10       0.0428346969061
25025081700       2       0.0128696152713
25025081300       7       0.00584640203712
25025110103       4       0.0215070650464
25025110301       0       0.0440889117967
25025010701       20       0.00674536838897
25025010408       4       0.0211737459094
25025080900       11       0.011777864965
25025070800       13       0.00966151940139
25025070300       9       0.0305850392314
25025060700       5       0.0284344747807
25025080100       4       0.00884500678538
25025060301       0       0.0289716803989
25025060600       19       0.0135249588794
25025050600       0       0.00959600090419
25025050500       6       0.0425671345711
25025030300       20       0.0346569188862
25025010600       7       0.00155076159206
25025010500       12       0.0142272256176
25025010300       13       0.00338592886565
25025050101       8       0.0376105688609
25025040100       1       0.038444974701
25025040600       5       0.0229612478191
25025000402       9       0.0430825611679
25025000401       0       0.01107835105
25025040401       1       0.0229389114953
25025020101       12       0.00367965687989
