TRACT_ID       DENSITY
25025070101       8.64113859709
25025010701       8.07102502018
25025060600       8.06109461179
25025981300       7.71208226221
25025010702       7.5
25025080401       6.64206642066
25025980300       5.91715976331
25025061200       4.93827160494
25025092400       4.92704187986
25025981202       4.8309178744
25025090600       4.68483816014
25025071101       4.52970956568
25025091001       4.37636761488
25025100603       4.20168067227
25025071201       4.15202810604
25025081800       4.14078674948
25025030300       4.10509031199
25025120103       3.97877984085
25025120700       3.97219463754
25025100800       3.96682293545
25025080300       3.95703787451
25025010500       3.94218134034
25025140105       3.80952380952
25025101101       3.80348652932
