ct_id       numReports       probability
25025010405       16       0.000964876410401
25025010801       5       0.0273752952917
25025010702       20       0.0421956472219
25025000504       12       0.0354311045392
25025000704       12       0.0126894616098
25025000803       11       0.000968385737179
25025120201       10       0.0186378429122
25025110607       15       0.0187226936097
25025000302       7       0.00398840003162
25025000301       9       0.0240047301466
25025130300       10       0.0439186884212
25025130200       11       0.0205083470971
25025120500       12       0.0251175038959
25025101101       2       0.0352632834328
25025101002       23       0.000812751733148
25025981800       2       0.0473152914072
25025100200       1       0.0298868860842
25025092200       26       0.000163473117198
25025091900       15       0.0182363147877
25025091700       13       0.00225461406905
25025091600       16       0.0439883170936
25025120301       23       0.0493189947257
25025091500       17       0.00590082652634
25025090700       21       0.0379503009974
25025090600       19       0.0127933602478
25025090400       21       3.24248780872e-05
25025090300       15       0.00196400568206
25025081800       21       0.00209737788074
25025081500       0       0.0275663288289
25025081200       10       0.0443861274813
25025080601       28       0.000179556690844
25025080500       11       0.0417914085317
25025070900       0       0.00804097913787
25025130406       10       0.00818185849668
25025070101       48       0.0396507575586
25025061200       24       0.0105471690263
25025061000       0       0.0392592159605
25025060400       1       0.0484030185583
25025050300       10       0.0178337401926
25025040200       5       0.0360894088631
25025030300       20       0.0346569188862
25025030100       6       0.00606464354507
25025010600       10       0.0131722752287
25025000701       23       1.2944371002e-07
25025050901       1       0.030020218845
25025060501       1       0.0329528758989
25025040600       19       0.008130178139
25025000601       10       0.0472247418224
25025000502       16       4.56669880372e-05
25025000201       6       0.0415254576154
25025000100       21       0.00461037292006
