ct_id       numReports       probability
25025010801       5       0.0273752952917
25025000504       12       0.0354311045392
25025130402       16       0.00874898763362
25025101001       27       0.0210777369593
25025100900       1       0.00381439540935
25025100800       12       0.0488936296869
25025100400       18       0.00541023397284
25025981300       6       0.000797081307554
25025091900       13       0.0482817996692
25025120301       8       0.00322826919232
25025091100       10       0.0312306194479
25025090200       0       0.00433086083193
25025040801       1       0.0329528758989
25025010203       20       0.000207906677938
25025110403       10       0.042680624516
25025081900       2       0.0305074762152
25025081800       17       0.0217763546624
25025081200       1       0.0135619244323
25025080801       9       0.0228458557588
25025071101       9       0.00488175720552
25025061101       8       0.0460308717005
25025070800       2       0.0300421284234
25025070700       3       0.0442718442646
25025070101       48       0.0396507575586
25025090901       9       0.0115675888007
25025050700       1       0.0111099291581
25025050600       9       0.0266921794361
25025050400       13       0.00130922658061
25025050200       14       0.00471310943658
25025010600       13       0.0469452622748
25025010500       10       0.0481830638864
25025050901       1       0.030020218845
25025040600       6       0.0419264773714
25025000601       10       0.0472247418224
25025000202       1       0.0367943069328
25025081001       8       0.0290901342752
25025010403       9       0.0448134258721
25025000100       17       0.0345957783388
