ct_id       numReports       probability
25025010405       13       0.010797888318
25025010204       8       0.0158655588534
25025120201       9       0.0370708743638
25025140300       9       0.0386017754062
25025130100       18       0.0386932151499
25025110401       10       0.00672983224552
25025100800       23       0.0331053114415
25025100601       2       0.0158415331375
25025100400       3       0.00949056895224
25025100100       9       0.0365271031397
25025092400       28       0.00556903666114
25025091001       16       0.0182705628105
25025091500       19       0.00140443602521
25025082000       2       0.0430004401687
25025010701       17       0.0304462655807
25025081200       2       0.0414350508899
25025080601       7       0.0233461541816
25025071101       24       0.0446872893881
25025070900       0       0.00804097913787
25025100603       10       0.0332842608043
25025061101       37       1.12145022037e-21
25025070800       12       0.0190877877006
25025070101       50       0.0475795535303
25025061200       20       0.0476446834256
25025060301       7       0.0401605203978
25025060400       1       0.0484030185583
25025050400       0       0.00677527625012
25025050300       10       0.0178337401926
25025040300       16       0.00672312415038
25025030300       49       3.53060067077e-05
25025020200       1       0.02807786321
25025000602       13       0.042964629431
25025010403       15       0.000269989871439
25025000100       7       0.0481604148079
25025051200       7       0.0257862932956
