ct_id       numReports       probability
25025010405       12       0.0209632270728
25025010204       9       0.00608715425622
25025120104       1       0.0447806515753
25025140300       9       0.0386017754062
25025140201       8       0.00369027023661
25025130200       11       0.0205083470971
25025130100       6       0.0157025171396
25025120600       7       0.0131410388755
25025120400       15       0.0349100935702
25025100900       3       0.0366878876347
25025100800       9       0.0129086247052
25025100500       24       0.00585940670927
25025092000       15       0.0147415054616
25025071201       10       0.0207395938457
25025091400       18       0.00445186791458
25025091200       10       0.0274408866197
25025090700       9       0.0248210422453
25025090100       16       0.0374190947755
25025082100       5       0.00873554412339
25025081300       5       0.000953897900848
25025080601       7       0.0233461541816
25025070900       0       0.00804097913787
25025061101       14       0.000174836939277
25025070700       16       0.00205465131643
25025070600       2       0.0451129396487
25025070101       60       0.0381940025972
25025061200       27       0.00220107920306
25025060600       5       0.0150909292405
25025040300       15       0.0127757004852
25025051101       15       0.0231195481405
25025000802       18       0.0454606537538
25025000601       14       0.00292331233153
