ct_id       numReports       probability
25025010801       7       0.0021797583999
25025010702       24       0.00843816311113
25025010802       9       0.000627012914564
25025130402       13       0.0442778387817
25025130100       18       0.0386932151499
25025120500       1       0.006756111089
25025101102       5       0.0238017034871
25025101001       10       0.00747469904803
25025100900       12       0.0387216721228
25025100601       3       0.0394725494199
25025100500       24       0.00585940670927
25025100400       4       0.0229530196621
25025100300       13       0.00196758512001
25025100100       9       0.0365271031397
25025092000       3       0.0194188566958
25025091700       9       0.0470986747792
25025091600       19       0.0112843928806
25025140105       2       0.0168308131728
25025120301       26       0.0198652160729
25025091500       4       0.0333250793761
25025091300       15       0.0142626704103
25025091200       11       0.0136032923625
25025040801       9       0.0370708743638
25025010203       15       0.010546564828
25025110403       1       0.0142683547863
25025090100       6       0.0402752441594
25025082000       10       0.0428346969061
25025081900       1       0.00930388069916
25025081700       12       0.0423783384387
25025110103       1       0.000551026431326
25025010701       18       0.0194284180916
25025080401       23       0.0320384057036
25025080300       1       0.0104082840838
25025071101       11       0.0160863267988
25025140107       1       0.0235684967926
25025092101       13       0.0305676528391
25025070300       10       0.046316901952
25025070200       15       0.0471765809539
25025070101       72       0.0033510729886
25025080100       5       0.0198499544543
25025060600       20       0.00791695797388
25025050700       11       0.0295780888948
25025040300       4       0.0461639303957
25025030500       6       0.0132634283302
25025051101       2       0.00404552599499
25025030300       21       0.0441941820156
25025010500       10       0.0481830638864
25025000802       33       0.0130776741636
25025000602       3       0.0187311870854
25025040401       10       0.0279489495302
25025020101       13       0.00142932698182
25025081001       19       0.0423902782601
25025010403       13       0.00203239506642
