TRACT_ID       DENSITY
25025981202       9.66183574879
25025010702       7.91666666667
25025080401       7.0110701107
25025010600       6.29811056683
25025050300       5.77521101733
25025070101       5.42189088445
25025030200       5.40540540541
25025010701       5.24616626312
25025092300       4.83926719668
25025091400       4.74279460051
25025040100       4.61254612546
25025081200       4.59418070444
25025030300       4.51559934319
25025071201       4.47141488342
25025061200       4.32098765432
25025120301       3.96246089677
25025120500       3.861003861
25025090600       3.83304940375
25025091600       3.8240917782
25025060600       3.81841323717
25025070700       3.81194409149
25025081300       3.78151260504
25025040200       3.73599003736
25025100603       3.67647058824
25025100800       3.60620266859
