ct_id       numReports       probability
25025000703       11       0.00508215544757
25025000704       2       0.0411280680433
25025980300       3       0.0101600463428
25025140300       6       0.00631286102693
25025120700       6       0.0218617466033
25025101002       5       0.0187814960431
25025101001       25       0.0389458412588
25025100800       24       0.0235867723093
25025100500       9       0.0401697849092
25025981300       6       0.000797081307554
25025981800       3       0.00583816671138
25025092400       4       9.10686658457e-05
25025091900       14       0.0307143887399
25025091800       12       0.0347162396052
25025091700       9       0.0470986747792
25025980700       4       8.74648967049e-05
25025071201       22       0.0464353340174
25025091500       21       0.000272187320553
25025081500       7       0.042130039699
25025010701       17       0.0304462655807
25025080801       10       0.010249080042
25025071101       11       0.0160863267988
25025130406       11       0.00320534888368
25025070800       11       0.034809970517
25025070101       36       0.00204934644607
25025061200       10       0.0421812791476
25025090901       8       0.0267285136969
25025050400       1       0.0338389487852
25025030400       8       0.0366980626304
25025030200       7       0.00601642298159
25025020200       12       0.00465977842972
25025010300       11       0.0165351565303
25025000602       4       0.0405669908148
25025000601       11       0.0266602761468
25025070402       7       0.0244040605205
