TRACT_ID       DENSITY
25025010701       21.7917675545
25025010702       20.8333333333
25025010600       16.4450664801
25025070101       10.6743476788
25025030300       7.79967159278
25025070700       6.35324015248
25025080401       6.27306273063
25025000802       6.14552605703
25025060600       5.93975392448
25025070300       5.88385776413
25025091600       5.7361376673
25025091300       5.60224089636
25025092300       5.53059108192
25025120104       5.25059665871
25025120301       5.21376433785
25025091400       5.1076249544
25025010104       4.99583680266
25025092101       4.96047124477
25025091900       4.92227979275
25025081300       4.83193277311
25025071101       4.79616306954
25025101001       4.74452554745
25025091001       4.74106491612
25025090600       4.68483816014
25025061200       4.62962962963
25025092400       4.54803865833
25025080300       4.52232899943
25025100800       4.50775333574
25025140107       4.34610825761
25025082000       3.90763765542
