ct_id       numReports       probability
25025010702       23       0.013476242851
25025010204       7       0.0367573267516
25025010104       3       0.0401299435748
25025000703       1       0.0453664536685
25025000504       3       0.0401299435748
25025980300       3       0.0101600463428
25025120104       10       0.0123234916823
25025140400       5       0.0307134563622
25025140202       20       0.000108411466017
25025140102       15       0.024319974241
25025130402       4       0.0392575771701
25025130100       7       0.0290130959935
25025120700       6       0.0218617466033
25025101102       4       0.010928737522
25025100800       12       0.0488936296869
25025100601       12       0.036031509684
25025100400       14       0.0453647404554
25025100300       9       0.0441181526442
25025100100       8       0.0223694176746
25025092200       21       0.00530683867519
25025090700       9       0.0248210422453
25025090600       6       0.0307367314388
25025010203       3       0.0255235796427
25025110403       1       0.0142683547863
25025081700       3       0.0332761323038
25025081300       11       0.0489142776109
25025070200       5       0.026638639242
25025070101       58       0.0459900072214
25025061000       0       0.0392592159605
25025060600       16       0.0490065167663
25025050500       6       0.0425671345711
25025030300       43       0.000963918082736
25025040600       4       0.010479036448
25025000402       10       0.0225171839032
25025081001       24       0.00463998330697
