TRACT_ID       DENSITY
25025981800       12.1951219512
25025070101       10.1660454083
25025981202       9.66183574879
25025061200       8.33333333333
25025010600       6.99790062981
25025070700       6.77678949598
25025091400       6.56694636994
25025061101       6.27240143369
25025010702       5.83333333333
25025030300       5.33661740558
25025071101       4.52970956568
25025080401       4.42804428044
25025100603       4.20168067227
25025092200       4.18035234398
25025080100       4.17910447761
25025081800       4.14078674948
25025040600       4.09165302782
25025010701       4.03551251009
25025100500       4.00734680247
25025000601       3.92047045645
25025040300       3.86398763524
25025140201       3.861003861
25025091600       3.8240917782
25025081001       3.68098159509
25025070300       3.58147863904
25025020303       3.52941176471
25025090100       3.50032815576
25025080300       3.39174674958
